,Merchantnumber,all_transactions,sum_amounts,harmonic
241,62006362066458,1774,3231860305,6.4378426199
242,62006362119811,223,454966022,0.456772590838
243,62006362106993,492,540189340,1.28064915645
244,62006362104577,1479,257304244,3.39655860968
245,062006362004019,1085,16604830263,6.40794949966
246,62006362100359,92,2258394062,0.282865389777
247,62006362108697,494,278974035,1.08314873996
248,62006362107513,139,24700886044,0.320850868828
249,62006362103570,1246,4666071218,3.27690421164
250,62006362116821,448,88512789,0.942689918427
251,62006362116517,196,254260020,0.433861950906
252,62006362114863,372,32066027,0.806039163723
253,062006362032160,426,77320082,3.36039776604
254,62006362101449,795,7079550051,1.95448119067
255,62006362115742,592,402748029,1.26999258699
256,62006362100469,3447,571351165,7.08197634449
257,62006362103332,1139,411564944,2.91351660821
258,62006362068388,971,14780792079,3.35535231802
259,062006362009823,147,14268565075,0.426041601419
260,62006362106406,790,402099564,2.18712932003
261,62006362116878,80,45253027,0.174421170776
262,62006362121227,137,803245019,0.281601910167
263,062006362037195,83,1603956072,0.724594966514
264,62006362102197,475,302186040,1.17046477182
265,62006362053551,412,75040335164,3.93401958872
266,62006362111899,37,760761031,0.0898407185911
267,62006362108744,662,576844062,1.59297610068
268,062006362018900,1275,72616626,11.2984582801
269,062006362027131,681,19561796980,8.91998042272
270,62006362109126,102,409769036,0.22547071031
271,62006362063969,725,781663567,2.41865594932
272,62006362039600,697,832071182,3.85113157136
273,62006362111572,1300,583671028,3.02840522126
274,62006362066543,229,1818744701,0.997062138047
275,62006362113269,579,439064040,1.36293246615
276,62006362057443,522,276888073,1.69034441472
277,62006362102895,443,313182049,1.05061227388
278,62006362040361,751,9575261368,4.8115502283
279,62006362118990,170,52575522,0.347765350853
280,62006362117693,258,1021798035,0.532577752063
281,62006362049119,179,1831627049,0.406295191569
282,62006362105662,1575,1089337947,4.31982407387
283,062006362016951,2490,829394040,15.5020495731
284,62006362061039,518,331498061,2.13755091438
285,62006362117516,336,5421434036,0.701926590182
286,62006362100599,607,430571062,1.82077344243
287,62006362069132,2248,208499149,5.47653329724
288,062006362000711,1810,274631178725,12.1376469502
289,62006362109215,332,650256023,0.781649322699
290,62006362045918,625,39175175819,3.78416151095
291,62006362061784,207,908814210,2.32453306528
292,062006362037120,82,9203006102,0.777359103599
293,62006362053725,2115,24170935315,17.8591733283
294,62006362047248,1950,303174077,18.5424194754
295,62006362067718,670,388548870,3.07964949799
296,62006362049105,989,118444088,2.51555376848
297,62006362052480,791,20766490177,6.03371867175
298,062006362017417,1366,559500675,14.6837318155
299,62006362117488,202,50918527,0.461280744798
300,062006362011707,399,993643068,5.60827329306
301,62006362041858,1183,1105454141,8.112565735
302,62006362118568,155,43643906,0.335619209677
303,62006362119357,205,102059019,0.446470607185
304,62006362119873,452,62412027,0.943856786931
305,62006362110412,499,4031903846,1.16075749438
306,62006362039204,1883,9354106351,22.1101917347
307,062006362032341,1845,4987574001,13.6303411975
308,062001821400002,607,4982527096,4.38321801985
309,062006362004258,2940,238651084,26.8122032371
310,62006362066837,192,14584421247,0.633684085873
311,62006362121904,173,38735015,0.344546871888
312,62006362109059,1244,2312488046,3.14561373147
313,62006362040197,538,590797113,4.11527951998
314,62006362100365,215,3234954041,0.61743556355
315,62006362102578,245,379916043,0.623114066208
316,062006362027514,519,2811288080,5.48103657539
317,062006362003223,548,434374371,5.15825128063
318,62006362100225,1171,844882066,3.59350801137
319,62006362068335,1561,802002438,4.1384855512
320,62006362038680,309,453544072,3.94146869521
321,62006362111386,143,2506589033,0.353253493002
322,062006362031439,144,19707445204,0.661809700217
323,062006362007687,276,3617853097,2.04988692892
324,62006362114395,623,1902105019,1.3644358858
325,62006362062365,1312,319555361,4.8277830483
326,62006362101605,298,53318051,0.792195358048
327,62006362044331,724,790585175,14.9413552169
328,62006362058881,493,520267068,4.75631443054
329,062006362014005,301,208420072,4.87609743304
330,62006362122177,95,161139019,0.189775763734
331,62006362062156,654,31249286566,3.65579284011
332,62006362101457,102,213369043,0.245696316544
333,62006362067307,1802,284309095,5.62147937436
334,62006362064132,1417,563738070,5.32365651967
335,62006362042361,1585,2975838270,14.7421779585
336,062006362029633,889,622841176,7.54255608713
337,62006362061173,2702,24473088657,15.4327516826
338,62006362106192,432,367056759,1.13774835166
339,062006362036465,1021,6589773474,24.2272547162
340,62006362109507,170,122328094,0.471295356386
341,62006362065017,174,57703065,0.456513049219
342,62006362115956,1383,126022531,2.91630258105
343,62006362057460,699,3069269105,5.04745986987
344,062006362028996,2289,12092277177,17.910118966
345,062006362034385,439,81768538,1.32006089626
346,62006362047265,510,1215731039,1.43896327501
347,62006362119413,76,5527019,0.158849838631
348,62006362042681,1478,2418387749,9.55191569575
349,062006362015223,702,1534371584,4.1548672002
350,62006362065241,249,4100675283,1.40653547866
351,62006362103116,226,723619056,0.611745050725
352,62006362102078,158,89971050,0.482548725157
353,62006362068348,2142,749185957,6.4726959397
354,62006362054808,926,24810699446,6.92859348993
355,62006362110761,785,3515521024,1.74950742526
356,62006362062398,283,1900040077,1.22361581659
357,062006362000544,1374,1238579179,11.7296672905
358,62006362117915,144,21548023,0.298428840117
359,62006362114223,281,116015031,0.616107579739
360,62006362122223,57,99305017,0.115477332226
361,62006362108068,80,123062026,0.199043098086
362,62006362103319,237,103230039,0.568289394819
363,62006362107325,318,149760130,0.811074852579
364,062006362010285,1291,456801770,11.3864918438
365,062006362035578,503,2682490379,3.10445660996
366,62006362066819,841,3028616043,2.43062542571
367,62006362061543,805,5589578155,4.37120347876
368,62006362112441,297,79567540,0.69365668618
369,62006362110868,4670,441802743,10.857752242
370,62006362067734,284,156436060,0.898907417983
371,062006362037526,1002,1636733108,8.57954970803
372,062006362016900,5751,878090546,74.5679207811
373,62006362111721,262,169979039,0.599707383485
374,62006362052769,2240,8881878025,10.4082406234
375,62006362108056,578,553050120,1.38813155051
376,062006362012462,484,177448072,3.72716207906
377,062006362038343,5522,2230522770,90.5197496418
378,62006362104551,923,2074805145,2.24154470487
379,62006362120458,89,245036019,0.18549686231
380,62006362118009,683,251846524,1.37651854974
381,062006362029484,1295,1440248052,33.8065612969
382,062006362019186,1185,2755187498,46.9942099884
383,62006362040318,1093,19045862296,9.68209653001
384,62006362101381,839,446845054,2.23291215219
385,62006362119316,149,48361021,0.306988320019
386,62006362117591,534,1841107729,1.09613131033
387,62006362118326,357,550377092,0.77781080427
388,62006362106537,1067,203023971830,2.65751751423
389,62006362065511,641,581247575,2.30537621397
390,62006362045589,660,1603049969,4.06598634186
391,62006362066934,343,1722214079,1.18120181042
392,062006362004542,1084,375868450,24.6700715487
393,62006362107790,674,631444024,1.6939697115
394,62006362100588,248,512341073,0.606986705185
395,62006362046567,3661,2493741859,17.8000649893
396,062006362038285,244,2031144084,1.32627356964
397,62006362110353,459,1573651727,1.18136654631
398,62006362045817,1069,138187680,7.52601315307
399,62006362054360,910,605570179,10.8904436233
400,62006362053949,716,212494108,6.31313702707
401,62006362114892,277,588221031,0.608352782213
402,62006362055766,999,617603087,12.5049676959
403,62006362103890,524,228948047,1.26431900121
404,62006362108926,476,774284031,1.08864543942
405,62006362120656,136,347309023,0.281960385233
406,62006362105670,277,3937906039,0.717165224403
407,062006362003381,1215,2029560021,10.1682981888
408,62006362042260,348,252436875,3.35596180394
409,62006362104836,465,1171327557,1.11264732164
410,62006362115504,318,606370039,0.72272573272
411,62006362109711,747,689920043,1.8513659764
412,62006362064221,1532,432485630,4.42389479085
413,62006362120797,95,7320015,0.202070451163
414,062006362029704,1031,73531480,12.8613799363
415,62006362110115,1380,158590130,3.27311400219
416,62006362104261,1587,835762556,3.7683265883
417,62006362110191,398,127593594,0.963880090965
418,62006362042429,225,4399022089,1.54124347804
419,62006362114256,947,565290548,2.09747291574
420,62006362101379,876,852832650,2.3826226894
421,62006362110638,126,2141675040,0.293486124
422,62006362101590,444,362646367,1.18026663757
423,62006362116531,694,44294517,1.53137720033
424,62006362120742,46,66425019,0.0967981011711
425,62006362053108,2011,11815303862,8.97106527986
426,62006362039336,158,448809040,1.04666683252
427,62006362101029,1753,12336672949,5.10186705417
428,62006362109727,431,680153047,1.15300135092
429,62006362113095,109,414179224,0.244322476793
430,62006362067485,682,651789423,2.42166242973
431,62006362117526,345,70699516,0.697255071028
432,62006362112972,344,368268031,0.840811763784
433,62006362105876,69,6127794027,0.173701492317
434,62006362102393,950,414784035,2.69313936806
435,62006362046992,1280,1029138088,7.14308260108
436,62006362039679,1149,1024571784,12.7387212421
437,62006362110308,491,1365149035,1.17339445626
438,62006362113416,250,3637040820,0.524447705515
439,62006362059563,850,2775178068,7.52534140989
440,62006362042344,317,1765045093,3.64111828136
441,62006362115380,145,1726481957,0.327398294791
442,62006362040444,404,60879585,4.98149060459
443,062006362003400,1553,1729535637,10.2562308763
444,062006362025822,354,5355073188,1.95376081981
445,62006362068245,835,1514443680,2.77250360666
446,62006362115006,512,605657041,1.13166219057
447,062006362027827,273,367409076,3.49942272429
448,62006362112763,190,2593223123,0.438367040619
449,062006362002840,902,122635068,7.93211000274
450,62006362109129,728,990035071,2.0354748519
451,062006362037667,357,3757559196,1.37314129601
452,62006362119773,32,36262019,0.0677662848417
453,62006362103775,408,1022396594,1.14145394001
454,62006362066638,198,52397096,0.893099750482
455,62006362061988,1200,1105044765,8.21845257719
456,62006362114275,217,254082007,0.471232677011
457,62006362117206,367,208414023,0.776544989616
458,62006362117534,207,1066609021,0.425734367076
459,62006362119318,79,61892028,0.167911638598
460,62006362036194,339,9630078851,3.01082757554
461,62006362102921,91,156321015,0.243893416224
462,62006362062795,455,5454572985,2.46987725744
463,062006362016723,506,410452064,5.78130269854
464,62006362065993,399,9973586075,1.56182553231
465,62006362056415,335,190175088,9.30047321791
466,62006362065508,221,1060361641,0.721584787614
467,62006362120555,187,334707019,0.381508298834
468,62006362117139,319,181545038,0.684588322323
469,62006362118285,403,749367019,0.819393304096
470,62006362045757,230,6385441609,1.59859855017
471,62006362121072,47,4128019,0.0974381179968
472,62006362049980,1195,11018580077,12.011834612
473,62006362113101,86,108174009,0.176813003325
474,62006362106307,176,123095130,0.42780611632
475,62006362116218,430,55083527,0.90679400696
476,62006362115671,295,1781294035,0.617552668249
477,062006362035320,2972,29299666027,24.4359373413
478,62006362041883,858,4646202557,36.9131140505
479,62006362064180,415,1677163068,1.35633829347
480,062006362028725,395,326709068,7.53324852728
481,62006362065968,421,280180475,1.29541263936
482,62006362113794,670,406907031,1.68813079623
483,62006362046543,213,3761092453,2.30975976328
484,62006362063645,58,4999075,0.233698961295
485,062006362014650,62,958855083,0.462103535119
486,62006362118133,143,382910024,0.300961986472
487,62006362115891,132,17442027,0.298592734764
488,62006362100193,1308,509360864,3.72943909934
489,62006362042835,4171,1421349206,21.1474530345
490,62006362112407,432,97252031,1.0301518696
491,62006362056579,277,1532108088,1.98384199717
492,62006362109450,602,592119274,1.36344352668
493,62006362119359,10684,2526237810,22.4413280419
494,62006362102991,723,3903135027,1.92251051903
495,62006362115957,78,232838831,0.171862535534
496,62006362107094,524,1274917551,1.47820256742
497,62006362050594,593,493678070,6.52135887466
498,62006362108131,71,46405538,0.163963710173
499,062006362033281,1253,1244763245,10.9335161761
500,62006362051405,700,145297096,4.43500019297
501,62006362111010,3452,5824957480,9.96672566795
502,62006362058563,293,249913117,1.47121712779
503,62006362117710,620,364091023,1.2922793695
504,62006362106089,331,3846052328,0.915136443997
505,62006362065184,681,622127485,2.84397805152
506,062006362037966,982,5604224004,7.64161309159
507,62006362121323,109,26975019,0.220695028063
508,062006362009160,1040,1500383100,20.38065117
509,62006362052293,972,427331667,8.2852734179
510,62006362115830,75,41127028,0.163885543882
511,62006362103694,61,39258255,0.173434913408
512,62006362042114,1333,366034372,6.69556510714
513,62006362117846,58,39522027,0.127823242474
514,62006362061521,1532,1327977485,5.34632879631
515,062006362000087,520,71593846790,4.53003818577
516,62006362041280,193,1868816110,1.21298584318
517,62006362107991,554,616526020,1.24673018904
518,62006362114722,138,264442027,0.289815867335
519,62006362060698,155,1182598072,1.23017608666
520,62006362053206,60,799114201,0.779722212541
521,062006362025798,1392,9533290080,12.0756159789
522,62006362104680,302,207883658,0.764923184131
523,62006362107768,355,256787040,0.852131310219
524,062006362029566,483,4794418073,3.87897753624
525,62006362068125,337,1425047046,1.19898610075
526,62006362053744,724,1493963040,7.31120607451
527,62006362052306,1575,4090854602,13.4240964024
528,62006362065793,115,132185071,0.448443536065
529,062006362022246,513,1293685080,3.89388840569
530,62006362039189,207,11569182069,3.74374056325
531,62006362100174,246,24759056,0.659438444254
532,62006362118130,212,63249015,0.440069138118
533,62006362066438,241,493577075,0.723016956466
534,62006362112364,643,72846311,1.39933741954
535,62006362068773,66,4277764013,0.159207139712
536,62006362119707,187,1510975028,0.391462156164
537,62006362041618,1217,85849566,5.6573471943
538,62006362118663,112,331033012,0.230240121636
539,62006362060385,452,112663113,7.27493795668
540,062006362016460,932,723820186,8.31172405403
541,62006362065453,453,72892070,2.47736318639
542,62006362101407,1026,876364175,2.78049990886
543,62006362111541,740,308608023,1.71126357105
544,62006362113151,202,1242501031,0.481746853056
545,062006362008265,231,27781524099,1.30389117104
546,62006362108748,1249,2557774057,2.79195194913
547,62006362117479,92,36781023,0.195037049605
548,62006362058162,580,5664922198,4.26840753194
549,62006362065887,1160,575307056,4.50314729764
550,62006362115651,291,1453558027,0.628749001992
551,62006362120448,75,53670024,0.152112535707
552,62006362047037,672,345750820,11.0841956923
553,062006362003544,255,18736906,3.09467229276
554,62006362116339,46,1752397025,0.0995266420816
555,062006362009284,1314,8831347476,15.8484992185
556,62006362044535,400,6184216575,3.90777444975
557,62006362113466,75,167229029,0.155323806476
558,62006362062138,927,2800471083,4.97165465191
559,62006362050549,201,202977068,2.81226032218
560,62006362061475,1684,6651187022,9.02078784746
561,062006362025473,2569,2577372087,24.9780806372
562,62006362110921,343,64030531,0.926117477195
563,62006362111229,1244,310275031,2.88953594485
564,062006362028921,1027,63646768247,7.48103516101
565,062006362003218,837,231694407,6.51864549239
566,62006362110614,1135,172547596,2.79528196067
567,62006362116903,201,153677026,0.434458781739
568,062006362027206,1439,1343568179,6.2008287842
569,62006362113580,190,199928408,0.42887046657
570,62006362062203,260,4285277044,1.23002600943
571,62006362067046,475,966537166,1.55948083249
572,62006362045114,499,2006643872,7.01084187926
573,62006362119518,289,990455019,0.588066986207
574,62006362100432,500,578542051,1.28538029128
575,62006362105050,2629,1219204467,5.99054450369
576,62006362117356,84,49560020,0.177493920341
577,62006362122232,8,8815015,0.0169469274168
578,062006362022271,239,2200533084,2.15043309054
579,62006362064693,387,1593928067,1.41319198029
580,062006362036335,2816,703281180,15.6261942479
581,62006362106257,21,17019034,0.0567961130685
582,62006362057303,226,4866363069,1.77874258373
583,62006362109227,409,987573162,0.982497071702
584,62006362116766,105,1225818023,0.226488921669
585,62006362122090,214,15318627,0.410838207763
586,62006362046904,1455,217434580,4.05484155107
587,62006362041753,1111,480968192,11.1272947789
588,62006362046986,697,520122123,4.77646922464
589,62006362058565,449,11337293167,3.25967192536
590,62006362109600,363,238359035,0.859903032588
591,62006362111579,175,5850074631,0.449918745502
592,62006362118261,121,33068025,0.263381624989
593,62006362055652,589,9017424159,5.57451967286
594,62006362042774,386,500315068,2.63028695225
595,62006362062613,576,40296713077,3.28999555535
596,62006362117647,103,87042019,0.21543043996
597,62006362061825,121,2736525081,1.22966267217
598,62006362053799,310,28753531176,3.16859771758
599,62006362108221,158,57049031,0.384058539617
600,62006362100669,744,602117028,1.73928702889
601,062006362010871,1078,368576362,4.91529497141
602,62006362061709,97,1168697068,0.677552351757
603,62006362103323,22134,19623720823,62.4393595292
604,62006362107246,132,1458854194,0.347752074104
605,62006362059380,962,9192922013,11.3061585039
606,62006362042125,2212,952356087,59.0412327167
607,62006362116566,277,156841023,0.619440776882
608,62006362113474,838,551759115,1.93233809406
609,062006362032207,193,3421993794,1.25870056134
610,62006362109079,326,1202883055,0.789575863572
611,62006362119338,32,101986021,0.0636930860342
612,62006362039254,1147,305374172,10.644795889
613,62006362117742,177,545416023,0.399435136884
614,62006362112851,335,253148031,0.80200294382
615,62006362112532,604,202704009,1.39113373922
616,062006362009204,484,2969428468,3.85505159023
617,62006362101026,259,1506808142,0.733294630194
618,062006362037209,358,250488411,2.27015555574
619,62006362111350,544,407290531,1.25128868841
620,62006362113244,57,213646047,0.144591919285
621,62006362117804,137,5766554109,0.286933014981
622,62006362103427,488,366396367,1.18789078042
623,62006362069315,414,497498161,1.45121551404
624,62006362107566,504,210859033,1.33350492483
625,62006362122066,89,16338015,0.176264162649
626,62006362121441,66,22248011,0.136261515869
627,62006362038949,2273,1428012927,12.805304044
628,62006362066083,991,3665923837,3.2062769893
629,62006362119958,111,16567028,0.229906241689
630,62006362113419,338,219492752,0.830908875076
631,62006362107097,45,3137840536,0.119322650025
632,62006362038849,264,6664701091,3.07010887332
633,62006362062642,284,2456852184,1.59201666518
634,62006362060451,252,2151560568,1.85826351624
635,62006362111096,296,397218535,0.750434809947
636,062006362019150,285,463458085,2.38221774693
637,62006362104397,105,431454822,0.295530839702
638,62006362104913,409,763757313,1.01241436279
639,062006362029706,3066,303481085,48.1195329955
